state,utility_clean_names,service_type,utility_type,year,month,number_of_customers_total,number_of_disconnections,number_of_reconnections,disconnection_rate,reconnection_rate,State,Utility Name,Year,Month,Total Disconnections,Total Connections,Disconnection Rate
Florida,Keys Energy,Electric,Muni,2007,March,,186,0,,,Florida,Keys Energy,2007,March,186,,
Florida,Keys Energy,Electric,Muni,2007,April,,47,0,,,Florida,Keys Energy,2007,April,47,,
Florida,Keys Energy,Electric,Muni,2007,May,,59,0,,,Florida,Keys Energy,2007,May,59,,
Florida,Keys Energy,Electric,Muni,2007,June,,119,0,,,Florida,Keys Energy,2007,June,119,,
Florida,Keys Energy,Electric,Muni,2007,July,,93,0,,,Florida,Keys Energy,2007,July,93,,
Florida,Keys Energy,Electric,Muni,2007,August,,135,0,,,Florida,Keys Energy,2007,August,135,,
Florida,Keys Energy,Electric,Muni,2007,September,,137,0,,,Florida,Keys Energy,2007,September,137,,
Florida,Keys Energy,Electric,Muni,2007,October,,110,0,,,Florida,Keys Energy,2007,October,110,,
Florida,Keys Energy,Electric,Muni,2007,November,,120,0,,,Florida,Keys Energy,2007,November,120,,
Florida,Keys Energy,Electric,Muni,2007,December,,173,0,,,Florida,Keys Energy,2007,December,173,,
Florida,Keys Energy,Electric,Muni,2008,January,,148,0,,,Florida,Keys Energy,2008,January,148,,
Florida,Keys Energy,Electric,Muni,2008,February,,101,0,,,Florida,Keys Energy,2008,February,101,,
Florida,Keys Energy,Electric,Muni,2008,March,,89,0,,,Florida,Keys Energy,2008,March,89,,
Florida,Keys Energy,Electric,Muni,2008,April,,125,0,,,Florida,Keys Energy,2008,April,125,,
Florida,Keys Energy,Electric,Muni,2008,May,,119,0,,,Florida,Keys Energy,2008,May,119,,
Florida,Keys Energy,Electric,Muni,2008,June,,155,0,,,Florida,Keys Energy,2008,June,155,,
Florida,Keys Energy,Electric,Muni,2008,July,,163,0,,,Florida,Keys Energy,2008,July,163,,
Florida,Keys Energy,Electric,Muni,2008,August,,192,0,,,Florida,Keys Energy,2008,August,192,,
Florida,Keys Energy,Electric,Muni,2008,September,,234,0,,,Florida,Keys Energy,2008,September,234,,
Florida,Keys Energy,Electric,Muni,2008,October,,198,0,,,Florida,Keys Energy,2008,October,198,,
Florida,Keys Energy,Electric,Muni,2008,November,,165,0,,,Florida,Keys Energy,2008,November,165,,
Florida,Keys Energy,Electric,Muni,2008,December,,136,0,,,Florida,Keys Energy,2008,December,136,,
Florida,Keys Energy,Electric,Muni,2009,January,,124,0,,,Florida,Keys Energy,2009,January,124,,
Florida,Keys Energy,Electric,Muni,2009,February,,115,0,,,Florida,Keys Energy,2009,February,115,,
Florida,Keys Energy,Electric,Muni,2009,March,,114,0,,,Florida,Keys Energy,2009,March,114,,
Florida,Keys Energy,Electric,Muni,2009,April,,84,0,,,Florida,Keys Energy,2009,April,84,,
Florida,Keys Energy,Electric,Muni,2009,May,,131,0,,,Florida,Keys Energy,2009,May,131,,
Florida,Keys Energy,Electric,Muni,2009,June,,122,0,,,Florida,Keys Energy,2009,June,122,,
Florida,Keys Energy,Electric,Muni,2009,July,,187,0,,,Florida,Keys Energy,2009,July,187,,
Florida,Keys Energy,Electric,Muni,2009,August,,158,0,,,Florida,Keys Energy,2009,August,158,,
Florida,Keys Energy,Electric,Muni,2009,September,,176,0,,,Florida,Keys Energy,2009,September,176,,
Florida,Keys Energy,Electric,Muni,2009,October,,171,0,,,Florida,Keys Energy,2009,October,171,,
Florida,Keys Energy,Electric,Muni,2009,November,,153,0,,,Florida,Keys Energy,2009,November,153,,
Florida,Keys Energy,Electric,Muni,2009,December,,180,0,,,Florida,Keys Energy,2009,December,180,,
Florida,Keys Energy,Electric,Muni,2010,January,,165,0,,,Florida,Keys Energy,2010,January,165,,
Florida,Keys Energy,Electric,Muni,2010,February,,150,0,,,Florida,Keys Energy,2010,February,150,,
Florida,Keys Energy,Electric,Muni,2010,March,,144,0,,,Florida,Keys Energy,2010,March,144,,
Florida,Keys Energy,Electric,Muni,2010,April,,131,0,,,Florida,Keys Energy,2010,April,131,,
Florida,Keys Energy,Electric,Muni,2010,May,,143,0,,,Florida,Keys Energy,2010,May,143,,
Florida,Keys Energy,Electric,Muni,2010,June,,155,0,,,Florida,Keys Energy,2010,June,155,,
Florida,Keys Energy,Electric,Muni,2010,July,,156,0,,,Florida,Keys Energy,2010,July,156,,
Florida,Keys Energy,Electric,Muni,2010,August,,182,0,,,Florida,Keys Energy,2010,August,182,,
Florida,Keys Energy,Electric,Muni,2010,September,,158,0,,,Florida,Keys Energy,2010,September,158,,
Florida,Keys Energy,Electric,Muni,2010,October,,166,0,,,Florida,Keys Energy,2010,October,166,,
Florida,Keys Energy,Electric,Muni,2010,November,,132,0,,,Florida,Keys Energy,2010,November,132,,
Florida,Keys Energy,Electric,Muni,2010,December,,121,0,,,Florida,Keys Energy,2010,December,121,,
Florida,Keys Energy,Electric,Muni,2011,January,,84,0,,,Florida,Keys Energy,2011,January,84,,
Florida,Keys Energy,Electric,Muni,2011,February,,101,0,,,Florida,Keys Energy,2011,February,101,,
Florida,Keys Energy,Electric,Muni,2011,March,,82,0,,,Florida,Keys Energy,2011,March,82,,
Florida,Keys Energy,Electric,Muni,2011,April,,109,0,,,Florida,Keys Energy,2011,April,109,,
Florida,Keys Energy,Electric,Muni,2011,May,,90,0,,,Florida,Keys Energy,2011,May,90,,
Florida,Keys Energy,Electric,Muni,2011,June,,146,0,,,Florida,Keys Energy,2011,June,146,,
Florida,Keys Energy,Electric,Muni,2011,July,,137,0,,,Florida,Keys Energy,2011,July,137,,
Florida,Keys Energy,Electric,Muni,2011,August,,166,0,,,Florida,Keys Energy,2011,August,166,,
Florida,Keys Energy,Electric,Muni,2011,September,,168,0,,,Florida,Keys Energy,2011,September,168,,
Florida,Keys Energy,Electric,Muni,2011,October,,218,0,,,Florida,Keys Energy,2011,October,218,,
Florida,Keys Energy,Electric,Muni,2011,November,,138,0,,,Florida,Keys Energy,2011,November,138,,
Florida,Keys Energy,Electric,Muni,2011,December,,128,0,,,Florida,Keys Energy,2011,December,128,,
Florida,Keys Energy,Electric,Muni,2012,January,,122,0,,,Florida,Keys Energy,2012,January,122,,
Florida,Keys Energy,Electric,Muni,2012,February,,105,0,,,Florida,Keys Energy,2012,February,105,,
Florida,Keys Energy,Electric,Muni,2012,March,,97,0,,,Florida,Keys Energy,2012,March,97,,
Florida,Keys Energy,Electric,Muni,2012,April,,101,0,,,Florida,Keys Energy,2012,April,101,,
Florida,Keys Energy,Electric,Muni,2012,May,,115,0,,,Florida,Keys Energy,2012,May,115,,
Florida,Keys Energy,Electric,Muni,2012,June,,138,0,,,Florida,Keys Energy,2012,June,138,,
Florida,Keys Energy,Electric,Muni,2012,July,,149,0,,,Florida,Keys Energy,2012,July,149,,
Florida,Keys Energy,Electric,Muni,2012,August,,230,0,,,Florida,Keys Energy,2012,August,230,,
Florida,Keys Energy,Electric,Muni,2012,September,,216,0,,,Florida,Keys Energy,2012,September,216,,
Florida,Keys Energy,Electric,Muni,2012,October,,238,0,,,Florida,Keys Energy,2012,October,238,,
Florida,Keys Energy,Electric,Muni,2012,November,,106,0,,,Florida,Keys Energy,2012,November,106,,
Florida,Keys Energy,Electric,Muni,2012,December,,132,0,,,Florida,Keys Energy,2012,December,132,,
Florida,Keys Energy,Electric,Muni,2013,January,,131,0,,,Florida,Keys Energy,2013,January,131,,
Florida,Keys Energy,Electric,Muni,2013,February,,121,0,,,Florida,Keys Energy,2013,February,121,,
Florida,Keys Energy,Electric,Muni,2013,March,,95,0,,,Florida,Keys Energy,2013,March,95,,
Florida,Keys Energy,Electric,Muni,2013,April,,107,0,,,Florida,Keys Energy,2013,April,107,,
Florida,Keys Energy,Electric,Muni,2013,May,,94,0,,,Florida,Keys Energy,2013,May,94,,
Florida,Keys Energy,Electric,Muni,2013,June,,120,0,,,Florida,Keys Energy,2013,June,120,,
Florida,Keys Energy,Electric,Muni,2013,July,,140,0,,,Florida,Keys Energy,2013,July,140,,
Florida,Keys Energy,Electric,Muni,2013,August,,124,0,,,Florida,Keys Energy,2013,August,124,,
Florida,Keys Energy,Electric,Muni,2013,September,,137,0,,,Florida,Keys Energy,2013,September,137,,
Florida,Keys Energy,Electric,Muni,2013,October,,131,0,,,Florida,Keys Energy,2013,October,131,,
Florida,Keys Energy,Electric,Muni,2013,November,,107,0,,,Florida,Keys Energy,2013,November,107,,
Florida,Keys Energy,Electric,Muni,2013,December,,94,0,,,Florida,Keys Energy,2013,December,94,,
Florida,Keys Energy,Electric,Muni,2014,January,,103,0,,,Florida,Keys Energy,2014,January,103,,
Florida,Keys Energy,Electric,Muni,2014,February,,50,0,,,Florida,Keys Energy,2014,February,50,,
Florida,Keys Energy,Electric,Muni,2014,March,,62,0,,,Florida,Keys Energy,2014,March,62,,
Florida,Keys Energy,Electric,Muni,2014,April,,72,0,,,Florida,Keys Energy,2014,April,72,,
Florida,Keys Energy,Electric,Muni,2014,May,,62,0,,,Florida,Keys Energy,2014,May,62,,
Florida,Keys Energy,Electric,Muni,2014,June,,65,0,,,Florida,Keys Energy,2014,June,65,,
Florida,Keys Energy,Electric,Muni,2014,July,,98,0,,,Florida,Keys Energy,2014,July,98,,
Florida,Keys Energy,Electric,Muni,2014,August,,99,0,,,Florida,Keys Energy,2014,August,99,,
Florida,Keys Energy,Electric,Muni,2014,September,,81,0,,,Florida,Keys Energy,2014,September,81,,
Florida,Keys Energy,Electric,Muni,2014,October,,65,0,,,Florida,Keys Energy,2014,October,65,,
Florida,Keys Energy,Electric,Muni,2014,November,,59,0,,,Florida,Keys Energy,2014,November,59,,
Florida,Keys Energy,Electric,Muni,2014,December,,46,0,,,Florida,Keys Energy,2014,December,46,,
Florida,Keys Energy,Electric,Muni,2015,January,,55,0,,,Florida,Keys Energy,2015,January,55,,
Florida,Keys Energy,Electric,Muni,2015,February,,36,0,,,Florida,Keys Energy,2015,February,36,,
Florida,Keys Energy,Electric,Muni,2015,March,,42,0,,,Florida,Keys Energy,2015,March,42,,
Florida,Keys Energy,Electric,Muni,2015,April,,45,0,,,Florida,Keys Energy,2015,April,45,,
Florida,Keys Energy,Electric,Muni,2015,May,,43,0,,,Florida,Keys Energy,2015,May,43,,
Florida,Keys Energy,Electric,Muni,2015,June,,69,0,,,Florida,Keys Energy,2015,June,69,,
Florida,Keys Energy,Electric,Muni,2015,July,,67,0,,,Florida,Keys Energy,2015,July,67,,
Florida,Keys Energy,Electric,Muni,2015,August,,58,0,,,Florida,Keys Energy,2015,August,58,,
Florida,Keys Energy,Electric,Muni,2015,September,,68,0,,,Florida,Keys Energy,2015,September,68,,
Florida,Keys Energy,Electric,Muni,2015,October,,64,0,,,Florida,Keys Energy,2015,October,64,,
Florida,Keys Energy,Electric,Muni,2015,November,,54,0,,,Florida,Keys Energy,2015,November,54,,
Florida,Keys Energy,Electric,Muni,2015,December,,37,0,,,Florida,Keys Energy,2015,December,37,,
Florida,Keys Energy,Electric,Muni,2016,January,,56,0,,,Florida,Keys Energy,2016,January,56,,
Florida,Keys Energy,Electric,Muni,2016,February,,46,0,,,Florida,Keys Energy,2016,February,46,,
Florida,Keys Energy,Electric,Muni,2016,March,,36,0,,,Florida,Keys Energy,2016,March,36,,
Florida,Keys Energy,Electric,Muni,2016,April,,45,0,,,Florida,Keys Energy,2016,April,45,,
Florida,Keys Energy,Electric,Muni,2016,May,,86,0,,,Florida,Keys Energy,2016,May,86,,
Florida,Keys Energy,Electric,Muni,2016,June,,60,0,,,Florida,Keys Energy,2016,June,60,,
Florida,Keys Energy,Electric,Muni,2016,July,,74,0,,,Florida,Keys Energy,2016,July,74,,
Florida,Keys Energy,Electric,Muni,2016,August,,67,0,,,Florida,Keys Energy,2016,August,67,,
Florida,Keys Energy,Electric,Muni,2016,September,,63,0,,,Florida,Keys Energy,2016,September,63,,
Florida,Keys Energy,Electric,Muni,2016,October,,69,0,,,Florida,Keys Energy,2016,October,69,,
Florida,Keys Energy,Electric,Muni,2016,November,,55,0,,,Florida,Keys Energy,2016,November,55,,
Florida,Keys Energy,Electric,Muni,2016,December,,44,0,,,Florida,Keys Energy,2016,December,44,,
Florida,Keys Energy,Electric,Muni,2017,January,,58,0,,,Florida,Keys Energy,2017,January,58,,
Florida,Keys Energy,Electric,Muni,2017,February,,36,0,,,Florida,Keys Energy,2017,February,36,,
Florida,Keys Energy,Electric,Muni,2017,March,,57,0,,,Florida,Keys Energy,2017,March,57,,
Florida,Keys Energy,Electric,Muni,2017,April,,46,0,,,Florida,Keys Energy,2017,April,46,,
Florida,Keys Energy,Electric,Muni,2017,May,,57,0,,,Florida,Keys Energy,2017,May,57,,
Florida,Keys Energy,Electric,Muni,2017,June,,57,0,,,Florida,Keys Energy,2017,June,57,,
Florida,Keys Energy,Electric,Muni,2017,July,,83,0,,,Florida,Keys Energy,2017,July,83,,
Florida,Keys Energy,Electric,Muni,2017,August,,28,0,,,Florida,Keys Energy,2017,August,28,,
Florida,Keys Energy,Electric,Muni,2017,September,,0,0,,,Florida,Keys Energy,2017,September,0,,
Florida,Keys Energy,Electric,Muni,2017,October,,179,0,,,Florida,Keys Energy,2017,October,179,,
Florida,Keys Energy,Electric,Muni,2017,November,,72,0,,,Florida,Keys Energy,2017,November,72,,
Florida,Keys Energy,Electric,Muni,2017,December,,131,0,,,Florida,Keys Energy,2017,December,131,,
Florida,Keys Energy,Electric,Muni,2018,January,,109,0,,,Florida,Keys Energy,2018,January,109,,
Florida,Keys Energy,Electric,Muni,2018,February,,66,0,,,Florida,Keys Energy,2018,February,66,,
Florida,Keys Energy,Electric,Muni,2018,March,,75,0,,,Florida,Keys Energy,2018,March,75,,
Florida,Keys Energy,Electric,Muni,2018,April,,80,0,,,Florida,Keys Energy,2018,April,80,,
Florida,Keys Energy,Electric,Muni,2018,May,,88,0,,,Florida,Keys Energy,2018,May,88,,
Florida,Keys Energy,Electric,Muni,2018,June,,96,0,,,Florida,Keys Energy,2018,June,96,,
Florida,Keys Energy,Electric,Muni,2018,July,,59,0,,,Florida,Keys Energy,2018,July,59,,
Florida,Keys Energy,Electric,Muni,2018,August,,69,0,,,Florida,Keys Energy,2018,August,69,,
Florida,Keys Energy,Electric,Muni,2018,September,,65,0,,,Florida,Keys Energy,2018,September,65,,
Florida,Keys Energy,Electric,Muni,2018,October,,58,0,,,Florida,Keys Energy,2018,October,58,,
Florida,Keys Energy,Electric,Muni,2018,November,,72,0,,,Florida,Keys Energy,2018,November,72,,
Florida,Keys Energy,Electric,Muni,2018,December,,48,0,,,Florida,Keys Energy,2018,December,48,,
Florida,Keys Energy,Electric,Muni,2019,January,,59,0,,,Florida,Keys Energy,2019,January,59,,
Florida,Keys Energy,Electric,Muni,2019,February,,30,0,,,Florida,Keys Energy,2019,February,30,,
Florida,Keys Energy,Electric,Muni,2019,March,,41,0,,,Florida,Keys Energy,2019,March,41,,
Florida,Keys Energy,Electric,Muni,2019,April,,46,0,,,Florida,Keys Energy,2019,April,46,,
Florida,Keys Energy,Electric,Muni,2019,May,,53,0,,,Florida,Keys Energy,2019,May,53,,
Florida,Keys Energy,Electric,Muni,2019,June,,53,0,,,Florida,Keys Energy,2019,June,53,,
Florida,Keys Energy,Electric,Muni,2019,July,,67,0,,,Florida,Keys Energy,2019,July,67,,
Florida,Keys Energy,Electric,Muni,2019,August,,76,0,,,Florida,Keys Energy,2019,August,76,,
Florida,Keys Energy,Electric,Muni,2019,September,,81,0,,,Florida,Keys Energy,2019,September,81,,
Florida,Keys Energy,Electric,Muni,2019,October,,49,0,,,Florida,Keys Energy,2019,October,49,,
Florida,Keys Energy,Electric,Muni,2019,November,,70,0,,,Florida,Keys Energy,2019,November,70,,
Florida,Keys Energy,Electric,Muni,2019,December,,57,0,,,Florida,Keys Energy,2019,December,57,,
Florida,Keys Energy,Electric,Muni,2020,January,,26,0,,,Florida,Keys Energy,2020,January,26,,
Florida,Keys Energy,Electric,Muni,2020,February,,34,0,,,Florida,Keys Energy,2020,February,34,,
Florida,Keys Energy,Electric,Muni,2020,March,,0,0,,,Florida,Keys Energy,2020,March,0,,
Florida,Keys Energy,Electric,Muni,2020,April,,0,0,,,Florida,Keys Energy,2020,April,0,,
Florida,Keys Energy,Electric,Muni,2020,May,,0,0,,,Florida,Keys Energy,2020,May,0,,
Florida,Keys Energy,Electric,Muni,2020,June,,0,0,,,Florida,Keys Energy,2020,June,0,,
Florida,Keys Energy,Electric,Muni,2020,July,,0,0,,,Florida,Keys Energy,2020,July,0,,
Florida,Keys Energy,Electric,Muni,2020,August,,0,0,,,Florida,Keys Energy,2020,August,0,,
Florida,Keys Energy,Electric,Muni,2020,September,,0,0,,,Florida,Keys Energy,2020,September,0,,
Florida,Keys Energy,Electric,Muni,2020,October,,0,0,,,Florida,Keys Energy,2020,October,0,,
Florida,Keys Energy,Electric,Muni,2020,November,,0,0,,,Florida,Keys Energy,2020,November,0,,
Florida,Keys Energy,Electric,Muni,2020,December,,0,0,,,Florida,Keys Energy,2020,December,0,,
Florida,Keys Energy,Electric,Muni,2021,January,,0,0,,,Florida,Keys Energy,2021,January,0,,
Florida,Keys Energy,Electric,Muni,2021,February,,0,0,,,Florida,Keys Energy,2021,February,0,,
Florida,Keys Energy,Electric,Muni,2021,March,,0,0,,,Florida,Keys Energy,2021,March,0,,
Florida,Keys Energy,Electric,Muni,2021,April,,0,0,,,Florida,Keys Energy,2021,April,0,,
Florida,Keys Energy,Electric,Muni,2021,May,,0,0,,,Florida,Keys Energy,2021,May,0,,
Florida,Keys Energy,Electric,Muni,2021,June,,0,0,,,Florida,Keys Energy,2021,June,0,,
Florida,Keys Energy,Electric,Muni,2021,July,,0,0,,,Florida,Keys Energy,2021,July,0,,
Florida,Keys Energy,Electric,Muni,2021,August,,0,0,,,Florida,Keys Energy,2021,August,0,,
Florida,Keys Energy,Electric,Muni,2021,September,,0,0,,,Florida,Keys Energy,2021,September,0,,
Florida,Keys Energy,Electric,Muni,2021,October,,0,0,,,Florida,Keys Energy,2021,October,0,,
Florida,Keys Energy,Electric,Muni,2021,November,,0,0,,,Florida,Keys Energy,2021,November,0,,
Florida,Keys Energy,Electric,Muni,2021,December,,0,0,,,Florida,Keys Energy,2021,December,0,,
Florida,Keys Energy,Electric,Muni,2022,January,,0,0,,,Florida,Keys Energy,2022,January,0,,
Florida,Kissimmee Valley Authority,Electric,Muni,2008,January,,2059,0,,,Florida,Kissimmee Valley Authority,2008,January,2059,,
Florida,Kissimmee Valley Authority,Electric,Muni,2008,February,,2474,0,,,Florida,Kissimmee Valley Authority,2008,February,2474,,
Florida,Kissimmee Valley Authority,Electric,Muni,2008,March,,1630,0,,,Florida,Kissimmee Valley Authority,2008,March,1630,,
Florida,Kissimmee Valley Authority,Electric,Muni,2008,April,,1608,0,,,Florida,Kissimmee Valley Authority,2008,April,1608,,
Florida,Kissimmee Valley Authority,Electric,Muni,2008,May,,1896,0,,,Florida,Kissimmee Valley Authority,2008,May,1896,,
Florida,Kissimmee Valley Authority,Electric,Muni,2008,June,,1771,0,,,Florida,Kissimmee Valley Authority,2008,June,1771,,
Florida,Kissimmee Valley Authority,Electric,Muni,2008,July,,2176,0,,,Florida,Kissimmee Valley Authority,2008,July,2176,,
Florida,Kissimmee Valley Authority,Electric,Muni,2008,August,,2116,0,,,Florida,Kissimmee Valley Authority,2008,August,2116,,
Florida,Kissimmee Valley Authority,Electric,Muni,2008,September,,2069,0,,,Florida,Kissimmee Valley Authority,2008,September,2069,,
Florida,Kissimmee Valley Authority,Electric,Muni,2008,October,,2160,0,,,Florida,Kissimmee Valley Authority,2008,October,2160,,
Florida,Kissimmee Valley Authority,Electric,Muni,2008,November,,1871,0,,,Florida,Kissimmee Valley Authority,2008,November,1871,,
Florida,Kissimmee Valley Authority,Electric,Muni,2008,December,,1717,0,,,Florida,Kissimmee Valley Authority,2008,December,1717,,
Florida,Kissimmee Valley Authority,Electric,Muni,2009,January,,2012,0,,,Florida,Kissimmee Valley Authority,2009,January,2012,,
Florida,Kissimmee Valley Authority,Electric,Muni,2009,February,,1803,0,,,Florida,Kissimmee Valley Authority,2009,February,1803,,
Florida,Kissimmee Valley Authority,Electric,Muni,2009,March,,2080,0,,,Florida,Kissimmee Valley Authority,2009,March,2080,,
Florida,Kissimmee Valley Authority,Electric,Muni,2009,April,,1919,0,,,Florida,Kissimmee Valley Authority,2009,April,1919,,
